"run","num_revs","length","diversity_mean","diversity_sd","mean_unique_length","mean_within_rev_uni_ent","sd_within_rev_uni_ent","mean_within_rev_info","sd_within_rev_info","mean_across_rev_uni_ent","sd_across_rev_uni_ent","mean_across_rev_info","sd_across_rev_info","within_reviewer_sd_ent_chancap","within_reviewer_sd_info_chancap","across_reviewer_sd_ent_chancap","across_reviewer_sd_info_chancap","interconnectivity","transitivities","degrees","scale_test","betweens","centralization","nodes","edges","path_length","run","gini","alpha","xmin","loglik","KS.stat","KS.p"
144,890,894.2345679,0.66835578,0.109458942,474.1234568,5.59844058,0.821539138,6.119160636,1.059663752,13.35205609,0.630075292,22.30296794,0.46672857,0.6140228,0.150416776,3.148719082,3.805592601,3.141509434,0.138185954,6.283018868,0.035714286,98.56603774,0.197304582,106,333,2.850302599,144,0.608479966080136,2.12747551642908,0.0283018867924528,21.5062697426197,0.210038297773994,0.664943157801028
145,987,1020.777778,0.653920081,0.117532961,520.7530864,5.625870878,0.872994865,6.18797863,1.140735258,13.48838535,0.84223174,22.38090312,0.493667183,0.63391786,0.155376832,3.1786066,3.75653512,3.14953271,0.354786806,6.299065421,0.041666667,147.728972,0.157555987,107,337,3.751943401,145,0.628715355698851,2.65216758016086,0.0467289719626168,17.1086110857803,0.166369849096934,0.964511901535171
146,3050,2661.053763,0.658603794,0.142510194,709.5268817,5.541577536,0.971872696,6.122394219,1.388501737,13.45100211,0.949092871,22.35893215,0.499534517,0.634767275,0.164469669,3.187677596,3.740033569,2.336206897,0.20625,4.672413793,0.047619048,136.7413793,0.133283358,116,271,3.348989298,146,0.85616167326173,2.48551089067387,0.0517241379310345,13.2549656670053,0.198308929663447,0.911451036996982
147,3314,3020.26087,0.588722837,0.169144283,1071.413043,6.038342118,1.021304401,6.822273536,1.507850655,13.79176549,0.99631316,22.38455412,0.368886994,0.743880539,0.170959829,3.113108028,3.721671601,2.519230769,0.289285714,5.038461538,0.033333333,114.8365385,0.232636296,104,262,3.198779586,147,0.708108955016018,2.13885173871578,0.0288461538461538,19.684560066357,0.202595680646272,0.757303677844682
148,1632,1710.506329,0.653421468,0.140657684,657.6835443,5.645138006,0.942985394,6.226293267,1.325380834,13.50123978,0.855034158,22.41588757,0.422713147,0.637935366,0.15125916,3.137969161,3.77275186,3.52173913,0.298057769,7.043478261,0.032258065,79.76086957,0.25226947,92,324,2.723062382,148,0.761189258312019,2.90009219629266,0.0760869565217391,7.98699454437796,0.176416230124572,0.997709198976881
149,1964,1671.59596,0.647662244,0.131670438,638.6767677,5.736232217,0.849019373,6.326289448,1.191767342,13.4918813,0.737668653,22.4069924,0.381356831,0.649033264,0.150198199,3.116265024,3.740031459,3.113043478,0.251146789,6.226086957,0.027777778,108.6347826,0.252402746,115,358,2.880604915,149,0.743912157973966,4.07222643061553,0.130434782608696,6.49548544942527,0.228266209569182,0.985245594789386
150,5320,4850.307692,0.624023644,0.17592165,1094.131868,5.843927055,0.974561028,6.559703922,1.557577891,13.68347071,1.132367731,22.44681505,0.487173412,0.697460593,0.167294941,3.143765673,3.716013602,4.361904762,0.330723113,8.723809524,0.020408163,80.88571429,0.377655678,105,458,2.531156463,150,0.861471535982814,2.40838714896029,0.0380952380952381,18.6397410333482,0.183630953883939,0.888769702093657
151,6707,5588.2,0.544962334,0.194942738,1560.24,6.176561178,1.151546234,7.12672655,1.787338565,14.12400078,1.257688277,22.48420155,0.491734828,0.816579992,0.190473313,3.177971652,3.706253483,4.67826087,0.340654036,9.356521739,0.023809524,91.87826087,0.277574371,115,538,2.589187146,151,0.749381891728953,3.21240957942399,0.0434782608695652,21.1113075714212,0.25,0.627167042465071
152,791,1140.189655,0.660952995,0.129099152,566.362069,5.676101683,0.904332751,6.238575286,1.1953504,13.42750448,0.763551181,22.32829393,0.367630628,0.628685913,0.140254044,3.121087534,3.755572173,2.518072289,0.268156425,5.036144578,0.043478261,80.86746988,0.206876286,83,209,2.936565539,152,0.669611441975233,8.70741105355893,0.132530120481928,12.6373258910617,0.317550862635027,0.694420682283587
153,1301,1415.567568,0.654399669,0.127733766,587.4864865,5.650530178,0.89572161,6.215321138,1.222000534,13.39679465,0.748698684,22.34544233,0.382500864,0.631587827,0.151972313,3.096973606,3.807453604,4.166666667,0.292047745,8.333333333,0.03030303,82.12745098,0.234323432,102,425,2.600538255,153,0.729657427921207,2.9697743414464,0.0588235294117647,13.3130504010298,0.131633155164477,0.999724711140296
154,2975,2650.37234,0.627631653,0.15573642,861.5,5.76728388,1.042233071,6.433865137,1.487931162,13.49412844,1.045063745,22.24679526,0.494896814,0.678623078,0.159651599,3.09314082,3.783547844,3.556521739,0.27311522,7.113043478,0.02173913,118.173913,0.332341724,115,409,3.046502836,154,0.797030325173548,2.91209539397589,0.0521739130434783,15.8813144899594,0.143132679766318,0.996667891445413
155,4394,4185.191011,0.575805289,0.187951665,1258.235955,6.028465073,1.102692927,6.87513146,1.680373158,13.82383493,1.124467933,22.44205828,0.431480144,0.770547033,0.178979981,3.111580931,3.69599824,2.495238095,0.262348178,4.99047619,0.04,112.2952381,0.182783883,105,262,3.129433107,155,0.770067407937232,2.00994202439919,0.0285714285714286,15.9669065460217,0.155804532621908,0.9684245568758
156,1767,1531.908163,0.627994256,0.13346743,707.1020408,5.888978562,0.885013672,6.529867597,1.215033173,13.62706632,0.712139167,22.37923913,0.423936904,0.680541789,0.156471642,3.201390452,3.764170721,4.652542373,0.290057679,9.305084746,0.019230769,85.31355932,0.356366797,118,549,2.437517955,156,0.637243052957707,2.33556502234936,0.0169491525423729,52.3629022278808,0.2,0.370335418272943
157,4804,4648.482759,0.581253997,0.181871224,1237.862069,5.915564991,1.118761354,6.742708704,1.708817902,13.80709095,1.210583454,22.41743782,0.474577724,0.753328345,0.171451683,3.154919064,3.726992988,2.227272727,0.231486277,4.454545455,0.04,133.4909091,0.179316097,110,245,3.418016529,157,0.821572931647868,2.6627660257443,0.0727272727272727,8.97507524805007,0.157609258797401,0.998349580932554
158,1198,1183.271605,0.660742932,0.137949381,564.8765432,5.583770968,0.987147177,6.14186088,1.311982278,13.38455875,0.772665176,22.30166785,0.442414501,0.625173467,0.151648008,3.097604785,3.797414001,3.795918367,0.401249192,7.591836735,0.029411765,115.5102041,0.261939827,98,372,3.347147022,158,0.654100371367244,2.6837098492672,0.0306122448979592,37.6957296267281,0.270159892768325,0.193336557400594
159,2352,2149.384615,0.638889971,0.157278763,771.1978022,5.774473378,0.952998947,6.417391946,1.383947947,13.58918751,0.929933503,22.39063074,0.560242849,0.664986149,0.151020205,3.151222979,3.735480604,3.878504673,0.337384541,7.757009346,0.027777778,92.02803738,0.257009346,107,415,2.710804437,159,0.761833237968084,2.37276626335962,0.0280373831775701,27.5465574451565,0.25,0.390817362192933
160,1470,2307.54717,0.630949415,0.147761875,788.1320755,5.774948331,1.000125856,6.427358476,1.404692233,13.53796795,0.911684353,22.38488324,0.390895656,0.679211726,0.160175287,3.142706549,3.769052717,3.111111111,0.325052854,6.222222222,0.047619048,56.77777778,0.222222222,63,196,2.78659612,160,0.783003995248893,3.30148032654192,0.0634920634920635,18.5222333175574,0.188843561043188,0.905263511910268
161,1321,1768.460317,0.656990781,0.136077647,609.3174603,5.432378262,1.135476479,5.994548734,1.489510424,13.4354002,0.917002607,22.4037106,0.609731744,0.628030842,0.160531411,3.147566054,3.750586234,2.223404255,0.198039216,4.446808511,0.052631579,105.3085106,0.145733242,94,209,3.229968311,161,0.808873033002078,2.22512107063343,0.0425531914893617,12.3957747710485,0.151348640919535,0.993021362251345
162,893,886.9367089,0.672461497,0.10784765,456.8987342,5.562879601,0.831339926,6.076127732,1.066960193,13.28938236,0.662429616,22.29354571,0.521051237,0.60911629,0.152265329,3.114896581,3.763363597,2.659574468,0.248275862,5.319148936,0.03030303,100.7659574,0.286890872,94,250,3.133318244,162,0.619987610492959,2.03505406479137,0.0212765957446809,26.7657810579403,0.153846153846154,0.894802945058597
163,1867,2536.419355,0.652671225,0.141218398,724.7096774,5.593550993,0.991071198,6.187123151,1.405820637,13.5087478,0.953837678,22.41037174,0.499454881,0.641801884,0.158990449,3.13681206,3.731671001,1.642857143,0.210218978,3.285714286,0.045454545,97.77142857,0.256728778,70,115,3.779183673,163,0.841954242864794,3.03971774669059,0.128571428571429,6.2874838986564,0.176085793179114,0.997772246575994
164,2001,1807.764045,0.655684978,0.153558734,664.7977528,5.543326198,1.008203342,6.140767768,1.423431064,13.40143475,0.934428454,22.32601151,0.415681801,0.64142221,0.156969692,3.136984262,3.758529572,2.054054054,0.171545269,4.108108108,0.05,139.2522523,0.135380835,111,228,3.500040581,164,0.788560674617646,1.74360227396897,0.00900900900900901,35.3024962087213,0.1875,0.588490274048677
165,1736,2210.924242,0.629856101,0.16570434,836.6212121,5.789384061,1.032853814,6.457546343,1.487935386,13.63428247,0.939701182,22.37254351,0.444997878,0.679697454,0.164367126,3.155854219,3.789174579,2.213333333,0.259417808,4.426666667,0.052631579,82.68,0.183423423,75,166,3.191466667,165,0.72221198156682,1.83504483088554,0.0133333333333333,31.1553605058879,0.2,0.544142411574173
166,2869,2491.350515,0.642438324,0.137040404,718.0515464,5.737179744,0.906673775,6.351156032,1.28669543,13.47804885,0.829264893,22.29918015,0.402344342,0.658358631,0.156378005,3.157815447,3.771948577,4.741071429,0.275845641,9.482142857,0.02,81.99107143,0.356016731,112,531,2.455197704,166,0.805858810934621,1.88899997492757,0.00892857142857143,64.3755157584141,0.269230769230769,0.0399126504761356
167,2344,4608.904762,0.575637985,0.190637818,1303.47619,5.922720234,1.274653331,6.769050776,1.867484732,13.8140932,1.300341065,22.37911534,0.641377216,0.756930336,0.17317294,3.083296585,3.68289638,1.872340426,0.311881188,3.744680851,0.052631579,42.78723404,0.309898242,47,88,2.799456768,167,0.775560961440708,2.05994676982793,0.0212765957446809,25.3730201973148,0.25,0.390817362192933
168,2988,2668.263736,0.629448606,0.156930782,849,5.800457571,0.978398587,6.470450004,1.42908447,13.58166764,0.90933754,22.32890453,0.421160686,0.67627522,0.15980675,3.149650774,3.742920747,3.508928571,0.246153846,7.017857143,0.023255814,101.7232143,0.31515444,112,393,2.807557398,168,0.801431918148785,2.60446774962771,0.0446428571428571,17.1116446246317,0.155425482940955,0.981546885924769
169,6792,5757.949495,0.57231135,0.195559599,1423.959596,6.10413649,1.054898077,6.97930896,1.694647862,13.95927072,1.165981848,22.46492139,0.461927523,0.772293632,0.174028058,3.166883789,3.713700134,3.238938053,0.279708637,6.477876106,0.025641026,97.82300885,0.281447535,113,366,2.72253113,169,0.809090861711331,3.21296448154403,0.079646017699115,10.5729706991149,0.150905306941206,0.999187214079898
170,2760,3668.553846,0.628931518,0.167084123,941.3692308,5.819781729,0.944178575,6.500644198,1.463933166,13.60111364,0.998499817,22.38599128,0.393879026,0.683929211,0.162135564,3.100440256,3.727606368,2.379746835,0.261410788,4.759493671,0.034482759,80.56962025,0.297955209,79,188,3.027078994,170,0.845257750871399,1.84012057176668,0.0253164556962025,13.7773440836799,0.203992987131645,0.799586854909932
171,1483,1398.705882,0.66152201,0.136920131,601.5529412,5.639316793,0.931659268,6.206291105,1.270695053,13.42403487,0.785320856,22.3320175,0.44335071,0.627151501,0.148107467,3.144253698,3.73682291,1.880733945,0.259071118,3.76146789,0.052631579,153.4770642,0.13183826,109,205,3.80691861,171,0.720817583994753,1.7848666843241,0.018348623853211,16.8859408843633,0.160939631423727,0.938166796615946
172,2934,3565.283582,0.60312077,0.176949391,1076.074627,5.927122066,1.073676336,6.686311564,1.603431947,13.73429296,1.152664011,22.3534987,0.502702095,0.726778894,0.172075189,3.185009496,3.758374633,2.569892473,0.276092545,5.139784946,0.045454545,96.34408602,0.172393642,93,239,3.06116314,172,0.810160447405648,1.92638640753064,0.021505376344086,22.1218081372938,0.16790768555379,0.857053032907491
173,1620,1446.478261,0.660299344,0.129653361,593.3586957,5.657452287,0.888364126,6.21097225,1.21939453,13.48106302,0.755553631,22.38658332,0.433775126,0.622759749,0.154474647,3.172662655,3.760500869,3.945454545,0.275099829,7.890909091,0.020408163,84.79090909,0.367973311,110,434,2.532561983,173,0.725768799102132,2.62730035825393,0.0363636363636364,25.5325027250329,0.181818181818182,0.822488551120588
174,3412,3053.419355,0.579301152,0.168547964,1093.150538,6.08586843,1.043807183,6.892412845,1.519999756,13.84763127,0.978049934,22.3815566,0.441990472,0.755657848,0.168929047,3.157465571,3.728728065,2.732673267,0.293215791,5.465346535,0.043478261,117.5148515,0.165346535,101,276,3.317125772,174,0.686192007242928,3.0037377317446,0.0891089108910891,7.65462557468519,0.200981483771062,0.987594813055172
175,1631,1662.481481,0.683350939,0.137598743,579.0987654,5.519421226,0.912244731,6.040280331,1.277494969,13.34596555,0.846588038,22.28299124,0.474068372,0.593234344,0.145497564,3.15149905,3.816075913,2.058252427,0.2771261,4.116504854,0.058823529,158.8058252,0.116504854,103,212,4.073899519,175,0.791818706731828,1.75284573311455,0.0194174757281553,15.4105652451728,0.2362686510563,0.571017249597927
176,1178,1282.844156,0.642489974,0.11593864,600.038961,5.732880684,0.89378183,6.32033467,1.17529815,13.43169803,0.706585087,22.35842051,0.426424027,0.647372007,0.149164545,3.102693098,3.776239148,3.37,0.332860386,6.74,0.037037037,103.4,0.194545455,100,337,3.058,176,0.664482173174873,3.29331065817229,0.05,25.2022800113223,0.168673404502208,0.913037978871738
177,1006,1003.480519,0.667103614,0.122376567,493.2467532,5.562379615,0.888612326,6.10036337,1.166002005,13.3647187,0.617856053,22.38865298,0.458058898,0.617339007,0.142834043,3.138483055,3.767077279,2.875,0.269349845,5.75,0.029411765,119.6634615,0.264563107,104,299,3.29160503,177,0.643255849518274,2.34548140637618,0.0192307692307692,41.7169605222107,0.189901363489457,0.572060264537488
178,1265,1456.430556,0.695630907,0.12893376,499.3055556,5.332047655,0.933515965,5.812806756,1.268438305,13.25353477,0.824761724,22.37124378,0.513684075,0.578032212,0.151221888,3.113203769,3.821152134,1.801980198,0.193895871,3.603960396,0.058823529,135.7524752,0.123960396,101,182,3.678266837,178,0.819269753062263,2.02568772629993,0.0297029702970297,15.879703695989,0.124080103381335,0.997885034004074
179,990,1082.126582,0.676399762,0.140081665,517.2911392,5.396131188,1.077374658,5.911967264,1.396680948,13.30379527,0.844877447,22.37180845,0.548946433,0.597934981,0.15187895,3.059160745,3.744824459,2.844444444,0.224504769,5.688888889,0.03125,80.01111111,0.284394507,90,256,2.76691358,179,0.691492704826038,3.91795831937537,0.1,11.2727405660546,0.234808408893819,0.895366266066457
180,1649,1533.066667,0.633733577,0.13579031,684.9333333,5.78690189,0.933620485,6.413186992,1.275566589,13.54227253,0.788083601,22.33330756,0.485370201,0.668715569,0.156384619,3.158661707,3.739470456,4.088235294,0.26416316,8.176470588,0.025641026,78,0.295282469,102,417,2.519607843,180,0.65712434154984,3.09776744841509,0.0588235294117647,15.9738382915429,0.212560633260974,0.862673534554053
181,1393,1200.302083,0.64143797,0.122196074,599.7604167,5.805051627,0.788039325,6.397423246,1.081932582,13.49874119,0.646741226,22.36343509,0.346073461,0.652855943,0.15207319,3.163647505,3.748212486,4.14159292,0.289550986,8.283185841,0.022727273,92.31858407,0.309971555,113,468,2.625107683,181,0.622683582260226,2.25523576932695,0.0176991150442478,48.5399484062722,0.210526315789474,0.33803117332491
182,3719,3107.578431,0.588008144,0.1564844,1044.098039,6.106404619,0.855096987,6.875503902,1.338314642,13.75441728,0.942241611,22.39724737,0.341649972,0.740645654,0.169854049,3.114921648,3.728988206,3.913793103,0.290673106,7.827586207,0.023809524,110.3448276,0.288455772,116,454,2.893876338,182,0.736773418883461,2.48049899965574,0.0344827586206897,22.365405316432,0.2,0.771092223465629
183,3173,2964.033333,0.626174805,0.157387808,869.4,5.806086701,1.041942853,6.476236026,1.488847377,13.59904872,0.915098551,22.39160441,0.381303133,0.686001458,0.164779004,3.132292971,3.732006555,5.396226415,0.35853838,10.79245283,0.018867925,71.46226415,0.39245283,106,572,2.338910644,183,0.806804464556489,3.54355843382592,0.0471698113207547,20.755321918373,0.125,0.998964855144951
184,2128,2867.730159,0.637316022,0.159372036,848.3333333,5.737438849,1.031788338,6.38564678,1.492464778,13.53710308,1.004313872,22.38475918,0.39435163,0.665398968,0.152331457,3.106491288,3.753561718,2.768292683,0.359728507,5.536585366,0.04,102.1829268,0.227943391,82,227,3.480071386,184,0.817646249770768,2.25731089955202,0.0487804878048781,11.7492929222009,0.155854403581816,0.990054176859854
185,2666,2383.388889,0.6204281,0.152947756,841.7444444,5.860076194,1.024480085,6.538021359,1.432293986,13.63275632,0.895664784,22.4221638,0.41394535,0.690498715,0.164674757,3.165549435,3.728105968,3.636363636,0.262485482,7.272727273,0.034482759,92.52727273,0.190158465,110,400,2.67322314,185,0.755902612016641,2.16407322584587,0.0181818181818182,40.8592730135301,0.176470588235294,0.629353732322126
186,1641,1413.88172,0.642905311,0.124589485,631.4946237,5.801735281,0.827670008,6.398677429,1.136650063,13.48814784,0.695534082,22.34119676,0.345510157,0.652377871,0.151385837,3.130161054,3.786215382,3.863636364,0.191811847,7.727272727,0.029411765,88.55454545,0.231859883,110,425,2.600991736,186,0.668023932192122,2.2779058298838,0.0272727272727273,28.4944927962534,0.173086492265312,0.79567327167885
187,6348,5568.03125,0.526447125,0.194226243,1656.0625,6.363081548,1.073257684,7.376376817,1.682492881,14.19002316,1.141583651,22.49139644,0.364866359,0.848212346,0.189431591,3.148178528,3.678487879,3.321428571,0.331812256,6.642857143,0.029411765,125.0357143,0.237451737,112,372,3.223852041,187,0.704141911963273,3.05316993832866,0.0892857142857143,7.78262917203077,0.200681379658755,0.98780134121733
188,3130,2736.705263,0.666372677,0.144912204,690.7789474,5.551536021,0.975341886,6.120614946,1.376725072,13.36305693,0.909077761,22.34742667,0.545034802,0.628325644,0.154037849,3.088636924,3.738569915,2.784482759,0.233952703,5.568965517,0.026315789,125.2586207,0.273313343,116,323,3.151010702,188,0.858466453674121,1.93817307249329,0.0172413793103448,28.9582653816455,0.144651051790517,0.912174601898785
189,1233,1269.316456,0.644402676,0.123780858,607.4683544,5.710293289,0.943015972,6.301482955,1.234322653,13.43660351,0.743210436,22.32050935,0.436243544,0.652324534,0.152523367,3.12350608,3.769719681,3.33,0.259946302,6.66,0.03030303,85.38,0.255959596,100,333,2.6976,189,0.663901054339011,2.34266896756013,0.03,24.2201393186183,0.181818181818182,0.822488551120588
190,2743,2726.60241,0.655101428,0.162204351,777.2048193,5.586722548,1.076196651,6.206881814,1.524224912,13.49162522,0.978961956,22.31632538,0.54677782,0.649858405,0.153997171,3.16942761,3.7687684,2.603773585,0.188737864,5.20754717,0.03030303,107.9528302,0.255166217,106,276,3.02741189,190,0.838350105586088,2.32043949266519,0.0377358490566038,17.7616630481597,0.150056409229139,0.977953511164771
191,1484,1194.530612,0.647817146,0.115644981,608.1632653,5.864392865,0.779436335,6.447507791,1.043432874,13.48936863,0.678229656,22.34617876,0.392921006,0.649338141,0.146404158,3.131300537,3.754930437,6.256637168,0.320726172,12.51327434,0.02,74.50442478,0.325774336,113,707,2.309812828,191,0.561624883715382,4.83699890733651,0.0442477876106195,32.0202008229834,0.203199933349023,0.754066852165589
192,1295,2558.5,0.685043774,0.149755247,660.25,5.286394265,1.115660336,5.818141676,1.550715638,13.20740617,1.088095628,22.30015479,0.576652475,0.594372584,0.145845636,3.061619565,3.778600477,1.661016949,0.189320388,3.322033898,0.047619048,70.11864407,0.28755114,59,98,3.359954036,192,0.875125973431059,3.54591835265954,0.169491525423729,4.99456380482243,0.264527316602797,0.942274961978772
193,1757,2855.941176,0.608924339,0.156958184,921.254902,5.818584323,0.973994562,6.534262036,1.465411703,13.69140662,0.966380214,22.40407275,0.482427802,0.709798455,0.169801546,3.157926029,3.73829382,2.015384615,0.32038835,4.030769231,0.058823529,74.75384615,0.187019231,65,131,3.284733728,193,0.800612932883849,1.89741378817646,0.0307692307692308,13.2310801662625,0.22144501497523,0.710784631941975
194,3979,3791.166667,0.624486751,0.176671326,1015.944444,5.769042257,1.093512017,6.477887342,1.625499434,13.7069036,1.098237775,22.40422615,0.495443451,0.693407337,0.160285287,3.192637861,3.742834581,2.37254902,0.230962343,4.745098039,0.026315789,103.245098,0.319355465,102,242,3.014609765,194,0.838187247756604,1.90275453438359,0.0196078431372549,22.6071909653185,0.173014818980402,0.83126975623528
195,1882,2318.19403,0.626499305,0.158214671,822.4776119,5.737892219,1.052486004,6.412176714,1.491074467,13.59381409,0.897201826,22.37391722,0.457397594,0.684045105,0.158180677,3.120392092,3.748312217,1.845238095,0.186005314,3.69047619,0.055555556,90.44047619,0.160355709,84,155,3.141439909,195,0.782614746217297,1.88016364795897,0.0119047619047619,32.3319804798686,0.214285714285714,0.496308527686
196,2935,2581.21875,0.6330875,0.135191482,769.8645833,5.823915246,0.893061643,6.456065943,1.266149422,13.57722706,0.86466284,22.42190862,0.423650228,0.66975826,0.151277862,3.184382557,3.787310417,5.385321101,0.322168032,10.7706422,0.022222222,75.33027523,0.307679239,109,587,2.373032573,196,0.797474329118671,1.97361254669082,0.00917431192660551,81.0868144927448,0.25209360316334,0.0388893973789259
197,1000,1060.410256,0.693075073,0.129659399,465.8589744,5.294586097,1.012033771,5.783559601,1.330822136,13.15909002,0.837986024,22.24695051,0.575171184,0.585009011,0.142584801,3.076258725,3.802293412,2.239583333,0.237066515,4.479166667,0.04,110,0.205482456,96,215,3.28125,197,0.719916666666666,2.15275875996507,0.0416666666666667,11.8031420830423,0.142857142857143,0.996757102179984
198,1118,1293.5,0.630622212,0.123532676,628.2,5.816723735,0.855338811,6.440251252,1.151851084,13.4688692,0.744727207,22.30469845,0.37407106,0.668973691,0.150102452,3.129431339,3.750580657,2.802197802,0.25974026,5.604395604,0.027027027,80.49450549,0.337728938,91,255,2.758121,198,0.637637854095814,1.80862508717418,0.010989010989011,39.2308538297,0.222222222222222,0.305137711877099
199,4711,5277.866667,0.575273511,0.195091716,1376.84,5.979411234,1.116697319,6.845116135,1.766643987,13.90441456,1.317251458,22.44787816,0.518876449,0.767220937,0.18043356,3.141777427,3.700460594,1.644444444,0.168224299,3.288888889,0.047619048,125.2111111,0.187765293,90,148,3.771358025,199,0.808455388098776,2.05263093232519,0.0333333333333333,13.7532496775209,0.133361316252584,0.997183818966214
200,1942,2293.842857,0.651013743,0.141939806,717.2285714,5.681617663,0.972843765,6.279872256,1.365988253,13.45392494,0.942800742,22.27136609,0.514208709,0.64606626,0.154943147,3.143955549,3.765785737,1.681318681,0.233724653,3.362637363,0.058823529,134.9010989,0.14041514,91,153,3.953870306,200,0.8178721381605,1.75433770787298,0.010989010989011,26.9021636171762,0.199782649473935,0.631346345542672
201,8141,7623.157303,0.506723534,0.203097113,1939.370787,6.4075506,1.061671555,7.511928365,1.755584897,14.32146078,1.273026201,22.51418607,0.339127961,0.885011951,0.200036294,3.181154876,3.678365521,3.00990099,0.307576669,6.01980198,0.035714286,105.1980198,0.20980198,101,304,3.073228115,201,0.730046300293953,2.3662407861566,0.0495049504950495,10.9993773692618,0.203530858456362,0.933901218767858
202,2904,2644.152174,0.63037875,0.152300086,820.3913043,5.729732784,0.97108288,6.39030435,1.426122627,13.44552599,0.993000302,22.25011536,0.412698436,0.677454413,0.158375648,3.060631126,3.740855743,4.229357798,0.291580502,8.458715596,0.027777778,87.66055046,0.245752633,109,461,2.599276155,202,0.8100184497182,3.0330663859623,0.0458715596330275,22.0389668066631,0.222222222222222,0.706688539753279
203,1863,2067.716216,0.641001755,0.140090281,711.7297297,5.701553886,1.001352876,6.315158387,1.374264119,13.52976889,0.839195088,22.41078548,0.448107352,0.65861324,0.159048238,3.182262267,3.765755038,2.130952381,0.260869565,4.261904762,0.058823529,108.2857143,0.141422834,84,179,3.566326531,203,0.772224778263425,2.39631936992102,0.0833333333333333,5.78324629429461,0.166330891862314,0.999097685566066
204,836,1066.507246,0.660306128,0.125356099,536.7246377,5.610067145,0.982773749,6.170179178,1.255368014,13.40602807,0.719607698,22.34271374,0.467842237,0.631667598,0.147271461,3.177591039,3.778887799,2,0.166377816,4,0.055555556,121.3555556,0.146067416,90,180,3.685679012,204,0.640643274853803,1.95709701682139,0.0333333333333333,12.3177888993915,0.152187711666443,0.985234832774453
205,1137,1119.469136,0.647155823,0.119357885,573.9506173,5.752376054,0.898523829,6.328907518,1.168469805,13.47856777,0.652806468,22.34832573,0.401676134,0.645636941,0.15160113,3.152503997,3.754384693,3.21,0.253731343,6.42,0.033333333,90.95,0.228080808,100,321,2.809,205,0.614626209322779,3.59499468324617,0.1,8.59153506143186,0.196450631863228,0.990456082941683
206,2593,2485.360465,0.656805617,0.146387607,693.6511628,5.617120336,1.011833568,6.198086723,1.405248831,13.4697203,0.873079887,22.35892046,0.407138051,0.633815749,0.15277859,3.135784583,3.772463903,5.514018692,0.353619303,11.02803738,0.02173913,74.53271028,0.320490213,107,590,2.383788977,206,0.828960789472736,3.17049113285142,0.0373831775700935,27.3355592757189,0.2,0.771092223465629
207,4118,3415.979798,0.592082173,0.152885692,1017.434343,6.02473237,0.887654021,6.785569998,1.361180129,13.81688287,0.956766647,22.52499726,0.468516286,0.734304608,0.160279459,3.213656893,3.683578704,2.728070175,0.238546603,5.456140351,0.027027027,115.7368421,0.270299643,114,311,3.021698984,207,0.786960115198147,1.95023661123756,0.0175438596491228,27.1210596169327,0.153846153846154,0.894802945058597
208,2219,1949.473684,0.648497535,0.152380121,717.2842105,5.686306758,0.962594338,6.304078955,1.367785562,13.46335728,0.876850425,22.31734831,0.400608402,0.6521408,0.150996575,3.100484582,3.755232266,3.684210526,0.236309077,7.368421053,0.024390244,99.27192982,0.288775035,114,420,2.732840874,208,0.760928346101847,2.51242725305356,0.0350877192982456,22.5344823980007,0.19061956628686,0.818979687165788
209,2143,2343.213333,0.631126683,0.149835647,806.6666667,5.769966207,1.009465717,6.424182509,1.428045531,13.50660972,0.952449962,22.29079047,0.407356451,0.678336524,0.159867309,3.077770871,3.756306264,4.021978022,0.283791926,8.043956044,0.022222222,70.1978022,0.3995116,91,366,2.531819829,209,0.776994354222539,2.08004651888325,0.021978021978022,31.3379740774677,0.283347845531329,0.153132084468551
210,1875,1631.583333,0.652908086,0.144485727,653.1666667,5.626104773,1.030171576,6.217799843,1.390133474,13.45868794,0.856821027,22.33065839,0.422275976,0.641577418,0.153697975,3.158091766,3.78907202,4.189655172,0.266753585,8.379310345,0.024390244,90.35344828,0.274962519,116,486,2.549197384,210,0.739232183908046,2.43567316305314,0.0258620689655172,31.7363230791784,0.153846153846154,0.894802945058597
211,2498,2098.99,0.63133807,0.135106724,735.64,5.82799234,0.855601903,6.462347423,1.233109711,13.52891548,0.797635047,22.3732706,0.33828317,0.672060268,0.156673982,3.126369603,3.765134433,4.706896552,0.323634012,9.413793103,0.022727273,87.88793103,0.292053973,116,546,2.506688466,211,0.749578973523645,2.91129915348563,0.0431034482758621,19.5038085351548,0.140726302801217,0.994145225862552
212,473,639.8852459,0.69936362,0.113344798,372.295082,5.347124083,0.917612274,5.808881112,1.129972404,13.23232166,0.681158633,22.34543489,0.487300164,0.575585623,0.149561881,3.088133562,3.791445229,2.77027027,0.283167278,5.540540541,0.041666667,64.21621622,0.239170678,74,205,2.722059898,212,0.555825381406777,2.70095978834504,0.0675675675675676,11.1885589100169,0.188524645078414,0.964714282972517
213,4457,4459.048193,0.578817639,0.173823528,1221.168675,6.095183473,0.993110974,6.915991035,1.534750849,13.83072986,1.07393085,22.39720573,0.413841342,0.758293561,0.171293478,3.134046251,3.71821,2.181818182,0.195567145,4.363636364,0.045454545,113.6262626,0.169758813,99,216,3.285379043,213,0.807663804298311,1.91848543072455,0.0202020202020202,22.6664103333338,0.18150607760278,0.785120386639893
